slot 	 sqr 	 mod 	 mul
308114 	 264 	 240 	 242
308115 	 256 	 240 	 244
308116 	 260 	 242 	 242
308117 	 264 	 240 	 244
308118 	 262 	 238 	 244
308119 	 72 	 74 	 266
308120 	 1344 	 74 	 266
308121 	 260 	 78 	 270
308122 	 262 	 242 	 244
308123 	 260 	 242 	 246
308124 	 260 	 236 	 240
308125 	 258 	 238 	 244
308126 	 262 	 236 	 244
308127 	 262 	 240 	 246
308128 	 264 	 240 	 246
308129 	 264 	 244 	 248
308130 	 264 	 242 	 248
308131 	 526 	 240 	 246
308132 	 262 	 240 	 246
308133 	 262 	 236 	 246
308134 	 262 	 238 	 242
308135 	 264 	 240 	 248
308136 	 262 	 242 	 246
308137 	 260 	 240 	 248
308138 	 262 	 240 	 246
308139 	 262 	 240 	 246
308140 	 260 	 240 	 244
308141 	 260 	 244 	 1394
308142 	 260 	 240 	 244
308143 	 264 	 238 	 244
308144 	 264 	 240 	 242
308145 	 256 	 238 	 246
308146 	 258 	 244 	 242
308147 	 264 	 242 	 242
308148 	 258 	 240 	 242
308149 	 266 	 238 	 246
308150 	 262 	 238 	 244
308151 	 260 	 242 	 248
308152 	 1314 	 240 	 244
308153 	 262 	 238 	 246
308154 	 260 	 240 	 240
308155 	 258 	 240 	 240
308156 	 260 	 244 	 248
308157 	 266 	 238 	 244
308158 	 262 	 238 	 244
308159 	 258 	 242 	 242
308160 	 262 	 240 	 244
308161 	 258 	 244 	 240
308162 	 258 	 242 	 242
308163 	 408 	 240 	 248
308164 	 264 	 236 	 242
308165 	 262 	 238 	 244
308166 	 260 	 240 	 248
308167 	 258 	 238 	 240
308168 	 262 	 240 	 244
308169 	 264 	 240 	 244
308170 	 264 	 244 	 242
308171 	 264 	 238 	 246
308172 	 262 	 246 	 246
308173 	 266 	 240 	 1402
308174 	 262 	 240 	 248
308175 	 260 	 242 	 246
308176 	 258 	 240 	 246
308177 	 264 	 238 	 244
308178 	 258 	 240 	 248
308179 	 260 	 238 	 242
308180 	 262 	 236 	 244
308181 	 260 	 238 	 246
308182 	 266 	 244 	 248
308183 	 256 	 242 	 244
308184 	 1202 	 240 	 246
308185 	 264 	 242 	 240
308186 	 260 	 240 	 248
308187 	 262 	 238 	 244
308188 	 258 	 240 	 242
308189 	 260 	 244 	 246
308190 	 258 	 244 	 242
308191 	 260 	 238 	 246
308192 	 262 	 242 	 240
308193 	 258 	 240 	 244
308194 	 260 	 238 	 244
308195 	 328 	 240 	 248
308196 	 296 	 240 	 242
308197 	 72 	 74 	 270
308198 	 260 	 74 	 266
308199 	 262 	 74 	 266
308200 	 262 	 242 	 76
308201 	 262 	 74 	 266
308202 	 262 	 74 	 268
308203 	 262 	 74 	 268
308204 	 260 	 240 	 246
308205 	 262 	 240 	 1400
308206 	 262 	 242 	 240
308207 	 260 	 244 	 242
308208 	 264 	 240 	 244
308209 	 260 	 240 	 248
308210 	 260 	 240 	 248
308211 	 264 	 240 	 244
308212 	 258 	 240 	 246
308213 	 264 	 244 	 248
308214 	 260 	 240 	 244
308215 	 264 	 244 	 248
308216 	 1084 	 240 	 248
308217 	 260 	 242 	 248
308218 	 262 	 242 	 246
308219 	 262 	 240 	 246
308220 	 264 	 272 	 276
308221 	 274 	 252 	 244
308222 	 264 	 240 	 244
308223 	 262 	 240 	 248
308224 	 262 	 240 	 244
308225 	 260 	 240 	 246
308226 	 260 	 240 	 244
308227 	 260 	 238 	 244
308228 	 262 	 242 	 244
308229 	 256 	 234 	 244
308230 	 258 	 1616 	 242
308231 	 238 	 240 	 246
308232 	 262 	 240 	 246
308233 	 262 	 240 	 246
308234 	 260 	 238 	 244
308235 	 258 	 240 	 244
308236 	 260 	 240 	 246
308237 	 260 	 242 	 246
308238 	 258 	 234 	 244
308239 	 256 	 238 	 242
308240 	 262 	 242 	 246
308241 	 932 	 240 	 242
308242 	 258 	 238 	 248
308243 	 264 	 242 	 246
308244 	 262 	 244 	 244
308245 	 262 	 238 	 244
308246 	 266 	 248 	 242
308247 	 262 	 242 	 244
308248 	 264 	 244 	 244
308249 	 70 	 74 	 268
308250 	 260 	 76 	 268
308251 	 260 	 72 	 272
308252 	 258 	 72 	 266
308253 	 262 	 76 	 266
308254 	 262 	 72 	 266
308255 	 258 	 74 	 264
308256 	 262 	 238 	 242
308257 	 258 	 240 	 246
308258 	 258 	 240 	 246
308259 	 264 	 1426 	 242
308260 	 262 	 242 	 244
308261 	 258 	 236 	 246
308262 	 262 	 244 	 244
308263 	 260 	 236 	 246
308264 	 264 	 244 	 242
308265 	 260 	 238 	 244
308266 	 262 	 240 	 246
308267 	 256 	 238 	 246
308268 	 262 	 244 	 242
308269 	 262 	 240 	 242
308270 	 908 	 244 	 242
308271 	 262 	 240 	 246
308272 	 260 	 236 	 248
308273 	 260 	 238 	 248
308274 	 256 	 240 	 244
308275 	 262 	 240 	 244
308276 	 264 	 240 	 244
308277 	 260 	 240 	 246
308278 	 260 	 238 	 244
308279 	 262 	 244 	 244
308280 	 260 	 236 	 246
308281 	 266 	 242 	 240
308282 	 262 	 238 	 244
308283 	 262 	 246 	 242
308284 	 258 	 236 	 248
308285 	 264 	 240 	 242
308286 	 258 	 240 	 246
308287 	 262 	 240 	 248
308288 	 258 	 240 	 244
308289 	 262 	 242 	 242
308290 	 262 	 238 	 246
308291 	 262 	 1416 	 244
308292 	 258 	 240 	 244
308293 	 262 	 244 	 244
308294 	 260 	 240 	 244
308295 	 264 	 240 	 244
308296 	 262 	 242 	 246
308297 	 260 	 240 	 246
308298 	 264 	 244 	 242
308299 	 262 	 238 	 244
308300 	 262 	 244 	 246
308301 	 266 	 240 	 248
308302 	 792 	 240 	 246
308303 	 260 	 240 	 248
308304 	 262 	 238 	 246
308305 	 260 	 240 	 248
308306 	 260 	 244 	 242
308307 	 266 	 240 	 248
308308 	 264 	 240 	 242
308309 	 262 	 238 	 246
308310 	 258 	 240 	 246
308311 	 264 	 240 	 248
308312 	 256 	 238 	 242
308313 	 260 	 244 	 242
308314 	 262 	 236 	 246
308315 	 260 	 240 	 246
308316 	 262 	 236 	 246
308317 	 260 	 240 	 242
308318 	 260 	 236 	 250
308319 	 266 	 242 	 244
308320 	 260 	 238 	 246
308321 	 260 	 242 	 242
308322 	 266 	 240 	 244
308323 	 262 	 1412 	 244
308324 	 264 	 238 	 248
308325 	 264 	 244 	 246
308326 	 256 	 240 	 242
308327 	 262 	 242 	 244
308328 	 262 	 238 	 246
308329 	 264 	 240 	 240
308330 	 74 	 260 	 248
308331 	 264 	 74 	 268
308332 	 264 	 74 	 268
308333 	 264 	 74 	 268
308334 	 880 	 74 	 78
308335 	 264 	 74 	 268
308336 	 262 	 76 	 268
308337 	 262 	 242 	 244
308338 	 262 	 240 	 244
308339 	 262 	 238 	 246
308340 	 264 	 242 	 244
308341 	 264 	 240 	 246
308342 	 266 	 244 	 248
308343 	 258 	 240 	 244
308344 	 262 	 242 	 242
308345 	 258 	 236 	 244
308346 	 264 	 244 	 246
308347 	 260 	 236 	 248
308348 	 264 	 238 	 244
308349 	 258 	 238 	 246
308350 	 264 	 244 	 242
308351 	 260 	 238 	 246
308352 	 260 	 240 	 246
308353 	 256 	 240 	 242
308354 	 262 	 240 	 246
308355 	 1444 	 244 	 242
308356 	 264 	 238 	 248
308357 	 262 	 242 	 244
308358 	 260 	 238 	 246
308359 	 256 	 240 	 244
308360 	 258 	 242 	 242
308361 	 260 	 238 	 244
308362 	 256 	 240 	 244
308363 	 264 	 242 	 244
308364 	 258 	 240 	 244
308365 	 262 	 244 	 244
308366 	 552 	 242 	 242
308367 	 260 	 240 	 242
308368 	 260 	 242 	 244
308369 	 258 	 238 	 242
308370 	 262 	 236 	 248
308371 	 262 	 240 	 246
308372 	 258 	 244 	 242
308373 	 262 	 240 	 242
308374 	 264 	 240 	 242
308375 	 262 	 244 	 244
308376 	 258 	 240 	 1408
308377 	 268 	 244 	 246
308378 	 260 	 240 	 248
308379 	 262 	 242 	 242
308380 	 264 	 244 	 246
308381 	 264 	 244 	 246
308382 	 260 	 240 	 246
308383 	 264 	 244 	 244
308384 	 260 	 240 	 248
308385 	 262 	 244 	 246
308386 	 258 	 238 	 246
308387 	 1334 	 238 	 242
308388 	 262 	 244 	 242
308389 	 262 	 240 	 242
308390 	 262 	 242 	 246
308391 	 262 	 238 	 244
308392 	 262 	 238 	 240
308393 	 258 	 236 	 248
308394 	 264 	 242 	 246
308395 	 256 	 242 	 244
308396 	 260 	 244 	 244
308397 	 264 	 242 	 244
308398 	 464 	 240 	 242
308399 	 262 	 244 	 244
308400 	 258 	 242 	 240
308401 	 264 	 240 	 246
308402 	 256 	 240 	 242
308403 	 258 	 236 	 246
308404 	 264 	 240 	 242
308405 	 262 	 240 	 242
308406 	 262 	 240 	 244
308407 	 260 	 242 	 246
308408 	 256 	 238 	 1400
308409 	 260 	 240 	 244
308410 	 256 	 240 	 246
308411 	 70 	 266 	 244
308412 	 72 	 74 	 264
308413 	 260 	 72 	 270
308414 	 264 	 74 	 266
308415 	 240 	 74 	 80
308416 	 262 	 76 	 266
308417 	 264 	 74 	 264
308418 	 266 	 74 	 264
308419 	 1204 	 244 	 244
308420 	 236 	 240 	 242
308421 	 256 	 240 	 246
308422 	 264 	 240 	 242
308423 	 262 	 238 	 248
308424 	 266 	 242 	 250
308425 	 264 	 242 	 246
308426 	 262 	 242 	 248
308427 	 260 	 240 	 242
308428 	 258 	 242 	 248
308429 	 258 	 240 	 242
308430 	 384 	 240 	 242
308431 	 260 	 240 	 244
308432 	 262 	 242 	 246
308433 	 258 	 240 	 248
308434 	 262 	 240 	 240
308435 	 264 	 240 	 242
308436 	 262 	 242 	 242
308437 	 256 	 240 	 250
308438 	 266 	 240 	 242
308439 	 262 	 240 	 244
308440 	 260 	 242 	 1400
308441 	 264 	 242 	 246
308442 	 262 	 238 	 244
308443 	 260 	 236 	 242
308444 	 262 	 240 	 244
308445 	 266 	 242 	 242
308446 	 258 	 240 	 246
308447 	 256 	 238 	 244
308448 	 262 	 242 	 246
308449 	 256 	 240 	 242
308450 	 260 	 240 	 244
308451 	 1116 	 242 	 244
308452 	 262 	 240 	 244
308453 	 262 	 242 	 250
308454 	 266 	 240 	 242
308455 	 258 	 240 	 248
308456 	 260 	 242 	 242
308457 	 258 	 240 	 246
308458 	 260 	 242 	 244
308459 	 258 	 238 	 244
308460 	 260 	 242 	 246
308461 	 264 	 242 	 244
308462 	 260 	 240 	 244
308463 	 262 	 244 	 242
308464 	 266 	 240 	 246
308465 	 260 	 244 	 248
308466 	 264 	 240 	 248
308467 	 258 	 242 	 246
308468 	 260 	 240 	 248
308469 	 260 	 236 	 244
308470 	 262 	 244 	 242
308471 	 260 	 242 	 242
308472 	 256 	 240 	 1400
308473 	 262 	 238 	 246
308474 	 262 	 242 	 246
308475 	 264 	 240 	 242
308476 	 258 	 240 	 242
308477 	 260 	 236 	 248
308478 	 264 	 240 	 244
308479 	 260 	 242 	 244
308480 	 262 	 240 	 246
308481 	 258 	 240 	 248
308482 	 262 	 240 	 246
308483 	 1032 	 240 	 244
308484 	 258 	 242 	 244
308485 	 260 	 240 	 248
308486 	 258 	 236 	 244
308487 	 262 	 240 	 244
308488 	 262 	 244 	 244
308489 	 264 	 240 	 244
308490 	 240 	 242 	 242
308491 	 260 	 240 	 244
308492 	 262 	 238 	 244
308493 	 72 	 74 	 266
308494 	 260 	 72 	 268
308495 	 262 	 74 	 264
308496 	 264 	 244 	 244
308497 	 258 	 238 	 244
308498 	 256 	 238 	 244
308499 	 262 	 242 	 244
308500 	 262 	 240 	 242
308501 	 266 	 240 	 242
308502 	 262 	 244 	 244
308503 	 262 	 240 	 248
308504 	 258 	 1416 	 250
308505 	 262 	 242 	 244
308506 	 262 	 244 	 248
308507 	 260 	 242 	 244
308508 	 260 	 236 	 242
308509 	 262 	 240 	 242
308510 	 262 	 240 	 244
308511 	 264 	 240 	 242
308512 	 260 	 240 	 244
308513 	 256 	 242 	 246
308514 	 266 	 242 	 244
308515 	 924 	 242 	 244
308516 	 258 	 240 	 246
308517 	 266 	 242 	 248
308518 	 262 	 244 	 242
308519 	 260 	 244 	 244
308520 	 260 	 242 	 246
308521 	 260 	 240 	 242
308522 	 266 	 240 	 246
308523 	 262 	 240 	 244
308524 	 262 	 238 	 244
308525 	 260 	 242 	 242
308526 	 260 	 242 	 244
308527 	 262 	 240 	 246
308528 	 264 	 240 	 246
308529 	 264 	 236 	 244
308530 	 256 	 242 	 242
308531 	 258 	 236 	 244
308532 	 262 	 240 	 244
308533 	 260 	 240 	 244
308534 	 260 	 242 	 244
308535 	 262 	 242 	 242
308536 	 260 	 1410 	 244
308537 	 262 	 238 	 246
308538 	 260 	 238 	 248
308539 	 260 	 240 	 246
308540 	 258 	 238 	 244
308541 	 258 	 240 	 244
308542 	 262 	 238 	 244
308543 	 260 	 240 	 244
308544 	 262 	 238 	 244
308545 	 260 	 236 	 248
308546 	 264 	 242 	 246
308547 	 758 	 240 	 244
308548 	 264 	 242 	 244
308549 	 260 	 240 	 246
308550 	 262 	 240 	 242
308551 	 262 	 240 	 246
308552 	 266 	 240 	 248
308553 	 262 	 242 	 248
308554 	 262 	 240 	 242
308555 	 262 	 244 	 242
308556 	 262 	 236 	 246
308557 	 264 	 240 	 244
308558 	 262 	 240 	 246
308559 	 264 	 242 	 246
308560 	 262 	 244 	 246
308561 	 256 	 240 	 246
308562 	 262 	 238 	 244
308563 	 262 	 242 	 248
308564 	 260 	 240 	 246
308565 	 264 	 244 	 244
308566 	 260 	 238 	 246
308567 	 266 	 240 	 242
308568 	 258 	 1412 	 246
308569 	 262 	 240 	 244
308570 	 186 	 240 	 242
308571 	 70 	 74 	 264
308572 	 262 	 76 	 266
308573 	 262 	 72 	 266
308574 	 262 	 74 	 264
308575 	 262 	 74 	 268
308576 	 264 	 74 	 266
308577 	 264 	 74 	 266
308578 	 264 	 240 	 244
308579 	 696 	 246 	 244
308580 	 256 	 238 	 244
308581 	 258 	 240 	 244
308582 	 258 	 240 	 244
308583 	 260 	 242 	 246
308584 	 260 	 240 	 244
308585 	 264 	 240 	 246
308586 	 260 	 238 	 244
308587 	 260 	 238 	 244
308588 	 262 	 240 	 246
308589 	 258 	 240 	 244
308590 	 262 	 240 	 246
308591 	 258 	 244 	 244
308592 	 260 	 246 	 246
308593 	 258 	 242 	 246
308594 	 264 	 240 	 244
308595 	 260 	 242 	 242
308596 	 260 	 238 	 242
308597 	 262 	 236 	 248
308598 	 266 	 242 	 244
308599 	 266 	 244 	 246
308600 	 1438 	 240 	 246
308601 	 262 	 242 	 246
308602 	 264 	 240 	 248
308603 	 266 	 244 	 246
308604 	 260 	 242 	 250
308605 	 264 	 242 	 246
308606 	 260 	 240 	 246
308607 	 264 	 242 	 246
308608 	 262 	 238 	 244
308609 	 264 	 240 	 244
308610 	 258 	 242 	 248
308611 	 628 	 242 	 246
308612 	 262 	 238 	 246
308613 	 262 	 238 	 248
308614 	 264 	 240 	 246
308615 	 262 	 242 	 244
308616 	 260 	 240 	 244
308617 	 264 	 240 	 244
308618 	 260 	 240 	 246
308619 	 258 	 244 	 246
308620 	 264 	 240 	 242
308621 	 262 	 236 	 1418
308622 	 262 	 238 	 244
308623 	 258 	 238 	 244
308624 	 260 	 238 	 246
308625 	 260 	 240 	 242
308626 	 262 	 238 	 244
308627 	 262 	 238 	 244
308628 	 260 	 240 	 240
308629 	 256 	 242 	 244
308630 	 260 	 240 	 240
308631 	 262 	 242 	 244
308632 	 1328 	 238 	 246
308633 	 262 	 244 	 242
308634 	 258 	 236 	 244
308635 	 262 	 242 	 252
308636 	 264 	 242 	 246
308637 	 258 	 238 	 244
308638 	 264 	 244 	 246
308639 	 262 	 242 	 248
308640 	 262 	 242 	 248
308641 	 258 	 242 	 242
308642 	 266 	 238 	 248
308643 	 494 	 238 	 248
308644 	 264 	 242 	 244
308645 	 256 	 238 	 248
308646 	 262 	 242 	 244
308647 	 264 	 242 	 244
308648 	 258 	 242 	 244
308649 	 260 	 236 	 246
308650 	 238 	 238 	 244
308651 	 256 	 238 	 246
308652 	 74 	 260 	 196
308653 	 258 	 74 	 266
308654 	 262 	 76 	 264
308655 	 264 	 74 	 266
308656 	 262 	 76 	 78
308657 	 258 	 74 	 270
308658 	 262 	 74 	 266
308659 	 266 	 240 	 242
308660 	 236 	 240 	 242
308661 	 256 	 242 	 246
308662 	 260 	 242 	 242
308663 	 260 	 240 	 242
308664 	 1248 	 242 	 244
308665 	 262 	 242 	 246
308666 	 262 	 240 	 246
308667 	 260 	 238 	 244
308668 	 262 	 246 	 242
308669 	 260 	 240 	 246
308670 	 262 	 242 	 242
308671 	 262 	 242 	 242
308672 	 258 	 244 	 244
308673 	 260 	 242 	 244
308674 	 258 	 238 	 242
308675 	 366 	 240 	 248
308676 	 262 	 236 	 248
308677 	 258 	 242 	 240
308678 	 264 	 238 	 244
308679 	 258 	 242 	 246
308680 	 258 	 240 	 246
308681 	 264 	 240 	 242
308682 	 258 	 240 	 242
308683 	 258 	 236 	 244
308684 	 262 	 236 	 242
308685 	 266 	 242 	 1404
308686 	 260 	 242 	 248
308687 	 262 	 242 	 244
308688 	 260 	 240 	 244
308689 	 262 	 236 	 246
308690 	 264 	 242 	 248
308691 	 258 	 240 	 246
308692 	 264 	 244 	 246
308693 	 260 	 240 	 248
308694 	 262 	 242 	 246
308695 	 262 	 240 	 244
308696 	 1166 	 242 	 242
308697 	 262 	 242 	 246
308698 	 258 	 242 	 244
308699 	 260 	 240 	 244
308700 	 262 	 242 	 242
308701 	 258 	 238 	 244
308702 	 264 	 240 	 246
308703 	 258 	 240 	 244
308704 	 262 	 238 	 246
308705 	 260 	 238 	 242
308706 	 258 	 238 	 246
308707 	 306 	 242 	 242
308708 	 266 	 238 	 244
308709 	 262 	 240 	 244
308710 	 258 	 238 	 244
308711 	 258 	 238 	 244
308712 	 260 	 244 	 244
308713 	 258 	 240 	 244
308714 	 258 	 240 	 246
308715 	 264 	 240 	 244
308716 	 262 	 236 	 248
308717 	 262 	 240 	 1400
308718 	 258 	 238 	 246
308719 	 258 	 238 	 248
308720 	 262 	 240 	 246
308721 	 260 	 240 	 244
308722 	 260 	 240 	 246
308723 	 256 	 236 	 246
308724 	 264 	 242 	 242
308725 	 262 	 238 	 248
308726 	 266 	 238 	 244
308727 	 260 	 242 	 248
308728 	 1018 	 240 	 246
308729 	 264 	 244 	 248
308730 	 262 	 244 	 246
308731 	 264 	 240 	 246
308732 	 260 	 242 	 242
308733 	 72 	 266 	 244
308734 	 260 	 76 	 270
308735 	 264 	 76 	 270
308736 	 258 	 74 	 268
308737 	 260 	 72 	 80
308738 	 256 	 72 	 266
308739 	 262 	 74 	 266
308740 	 260 	 240 	 246
308741 	 260 	 238 	 248
308742 	 258 	 242 	 244
308743 	 258 	 238 	 246
308744 	 262 	 242 	 246
308745 	 262 	 236 	 246
308746 	 264 	 240 	 244
308747 	 260 	 238 	 246
308748 	 264 	 238 	 240
308749 	 264 	 1418 	 244
308750 	 260 	 242 	 244
308751 	 258 	 238 	 244
308752 	 260 	 240 	 246
308753 	 260 	 240 	 242
308754 	 258 	 240 	 244
308755 	 258 	 244 	 246
308756 	 264 	 240 	 244
308757 	 266 	 240 	 244
308758 	 260 	 242 	 242
308759 	 258 	 236 	 244
308760 	 920 	 240 	 244
308761 	 258 	 238 	 242
308762 	 258 	 244 	 244
308763 	 262 	 244 	 246
308764 	 260 	 240 	 246
308765 	 264 	 242 	 244
308766 	 262 	 236 	 244
308767 	 264 	 238 	 244
308768 	 266 	 240 	 248
308769 	 258 	 238 	 242
308770 	 262 	 240 	 246
308771 	 260 	 238 	 242
308772 	 262 	 240 	 250
308773 	 264 	 238 	 248
308774 	 262 	 238 	 244
308775 	 260 	 244 	 248
308776 	 264 	 242 	 242
308777 	 262 	 240 	 246
308778 	 264 	 240 	 242
308779 	 264 	 244 	 246
308780 	 260 	 242 	 246
308781 	 262 	 1420 	 248
308782 	 264 	 236 	 246
308783 	 266 	 242 	 244
308784 	 260 	 238 	 244
308785 	 258 	 242 	 246
308786 	 264 	 240 	 244
308787 	 258 	 238 	 248
308788 	 258 	 236 	 248
308789 	 262 	 240 	 244
308790 	 260 	 240 	 246
308791 	 260 	 242 	 242
308792 	 840 	 238 	 248
308793 	 260 	 238 	 246
308794 	 258 	 242 	 242
308795 	 258 	 240 	 244
308796 	 260 	 242 	 246
308797 	 262 	 240 	 244
308798 	 258 	 244 	 242
308799 	 262 	 240 	 242
308800 	 258 	 242 	 242
308801 	 262 	 240 	 250
308802 	 264 	 238 	 244
308803 	 260 	 240 	 244
308804 	 266 	 242 	 242
308805 	 258 	 240 	 244
308806 	 264 	 240 	 242
308807 	 262 	 238 	 244
308808 	 256 	 240 	 246
308809 	 266 	 240 	 244
308810 	 262 	 236 	 246
308811 	 264 	 238 	 244
308812 	 266 	 240 	 250
308813 	 264 	 1416 	 244
308814 	 72 	 260 	 246
308815 	 72 	 74 	 266
308816 	 264 	 72 	 268
308817 	 262 	 72 	 268
308818 	 262 	 240 	 242
308819 	 262 	 242 	 244
308820 	 260 	 242 	 244
308821 	 260 	 240 	 248
308822 	 264 	 240 	 246
308823 	 258 	 240 	 246
308824 	 746 	 238 	 242
308825 	 258 	 238 	 244
308826 	 264 	 242 	 246
308827 	 256 	 236 	 244
308828 	 262 	 240 	 246
308829 	 256 	 242 	 246
308830 	 262 	 242 	 242
308831 	 258 	 240 	 246
308832 	 256 	 242 	 242
308833 	 262 	 242 	 248
308834 	 258 	 240 	 244
308835 	 260 	 240 	 244
308836 	 258 	 236 	 242
308837 	 264 	 240 	 244
308838 	 258 	 238 	 244
308839 	 262 	 240 	 244
308840 	 262 	 238 	 244
308841 	 260 	 240 	 244
308842 	 256 	 242 	 244
308843 	 260 	 240 	 240
308844 	 264 	 244 	 244
308845 	 1460 	 242 	 248
308846 	 266 	 240 	 246
308847 	 262 	 242 	 244
308848 	 258 	 240 	 248
308849 	 264 	 238 	 246
308850 	 258 	 238 	 248
308851 	 260 	 238 	 244
308852 	 260 	 242 	 246
308853 	 262 	 240 	 242
308854 	 262 	 240 	 242
308855 	 266 	 238 	 246
308856 	 570 	 244 	 246
308857 	 264 	 242 	 244
308858 	 262 	 240 	 242
308859 	 258 	 238 	 242
308860 	 264 	 246 	 242
308861 	 266 	 240 	 246
308862 	 264 	 240 	 244
308863 	 264 	 236 	 248
308864 	 262 	 242 	 244
308865 	 266 	 242 	 244
308866 	 262 	 240 	 1626
308867 	 240 	 238 	 246
308868 	 268 	 242 	 248
308869 	 264 	 242 	 244
308870 	 256 	 238 	 246
308871 	 264 	 236 	 246
308872 	 262 	 236 	 242
308873 	 262 	 238 	 250
308874 	 260 	 240 	 242
308875 	 264 	 242 	 244
308876 	 260 	 240 	 244
308877 	 1394 	 238 	 240
308878 	 260 	 238 	 246
308879 	 258 	 236 	 246
308880 	 266 	 240 	 242
308881 	 258 	 240 	 244
308882 	 260 	 244 	 244
308883 	 262 	 240 	 244
308884 	 258 	 242 	 242
308885 	 262 	 238 	 242
308886 	 258 	 238 	 248
308887 	 260 	 238 	 246
308888 	 500 	 238 	 244
308889 	 260 	 240 	 244
308890 	 260 	 238 	 244
308891 	 262 	 244 	 244
308892 	 70 	 268 	 248
308893 	 72 	 74 	 268
308894 	 260 	 74 	 266
308895 	 262 	 72 	 268
308896 	 244 	 74 	 76
308897 	 264 	 74 	 266
308898 	 262 	 74 	 1472
308899 	 260 	 242 	 246
308900 	 262 	 240 	 244
308901 	 262 	 242 	 244
308902 	 266 	 240 	 248
308903 	 258 	 242 	 240
308904 	 262 	 244 	 244
308905 	 262 	 244 	 246
308906 	 264 	 238 	 244
308907 	 262 	 244 	 246
308908 	 262 	 240 	 244
308909 	 1270 	 240 	 242
308910 	 266 	 240 	 246
308911 	 262 	 238 	 244
308912 	 260 	 240 	 244
308913 	 262 	 242 	 244
308914 	 262 	 240 	 244
308915 	 262 	 236 	 244
308916 	 264 	 240 	 242
308917 	 258 	 240 	 244
308918 	 262 	 240 	 246
308919 	 260 	 238 	 248
308920 	 414 	 240 	 246
308921 	 258 	 242 	 244
308922 	 262 	 242 	 244
308923 	 256 	 242 	 244
308924 	 260 	 238 	 244
308925 	 260 	 244 	 244
308926 	 258 	 244 	 242
308927 	 258 	 240 	 244
308928 	 260 	 240 	 242
308929 	 260 	 236 	 242
308930 	 256 	 240 	 1400
308931 	 262 	 242 	 244
308932 	 260 	 242 	 242
308933 	 260 	 242 	 242
308934 	 260 	 244 	 244
308935 	 258 	 240 	 246
308936 	 260 	 240 	 244
308937 	 260 	 242 	 242
308938 	 262 	 244 	 246
308939 	 258 	 238 	 246
308940 	 264 	 244 	 244
308941 	 1140 	 238 	 242
308942 	 266 	 242 	 248
308943 	 260 	 236 	 242
308944 	 260 	 244 	 248
308945 	 258 	 240 	 246
308946 	 260 	 240 	 242
308947 	 262 	 240 	 248
308948 	 266 	 244 	 248
308949 	 266 	 240 	 248
308950 	 262 	 240 	 242
308951 	 260 	 238 	 246
308952 	 326 	 240 	 248
308953 	 260 	 238 	 242
308954 	 262 	 240 	 248
308955 	 266 	 244 	 246
308956 	 262 	 240 	 248
308957 	 262 	 242 	 246
308958 	 262 	 240 	 244
308959 	 264 	 240 	 244
308960 	 260 	 238 	 244
308961 	 264 	 244 	 242
308962 	 260 	 242 	 1398
308963 	 260 	 242 	 246
308964 	 262 	 244 	 244
308965 	 262 	 240 	 244
308966 	 260 	 238 	 244
308967 	 258 	 240 	 244
308968 	 260 	 238 	 246
308969 	 258 	 240 	 244
308970 	 262 	 244 	 242
308971 	 258 	 238 	 246
308972 	 258 	 236 	 244
308973 	 1030 	 240 	 244
308974 	 70 	 262 	 244
308975 	 262 	 74 	 266
308976 	 260 	 74 	 266
308977 	 264 	 72 	 264
308978 	 266 	 74 	 266
308979 	 258 	 74 	 266
308980 	 264 	 74 	 268
308981 	 262 	 240 	 244
308982 	 262 	 236 	 246
308983 	 262 	 242 	 246
308984 	 260 	 240 	 246
308985 	 264 	 244 	 242
308986 	 262 	 240 	 248
308987 	 264 	 238 	 244
